编号,企业名称,股票简称,上市公司行业,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,招聘发布日期,招聘结束日期,预测行业
3985,欧派家居集团股份有限公司,欧派家居,家具制造业,电商营销策划师,广州,9000.0,13000.0,主要工作内容： 1、小红书、抖音、微信视频号、快手、B站等电商渠道，内容营销/产品营销玩法研究，行业营销趋势、消费者需求及竞品分析。 2、负责新媒体账号内容素材策划及制作，账号运营及投流，并探索打通种草-获客转化链路。 3、根据部门年度产品营销规划，赋能电商全渠道，完成产品策划上新、优化，及电商网销爆款打造（策划物料包含但不限于商品详情页、产品内容种草视频、产品海报等），对线上推广物料的获客转化效果（报名/拍付）负责。 4、对项目中相关营销推广数据进行跟踪、分析及效果评估，并不断优化素材内容方向，以提升项目整体成效。 经验及要求： 1、具备2年以上营销策划/新媒体运营/产品开发等工作经验。 2、有家居行业或广告公司相关电商领域工作经验。 3、具备较强文案策划能力及沟通能力，自我驱动力强，能积极解决工作中问题，有较强责任心，做事效率高。 4、善于挑战及创新，能快速适应工作，具备较强抗压能力。 5、了解新媒体，对热点敏感，可结合自身产品进行热点/内容营销。,本科,2年及以上,家具/家电/玩具/礼品,2026-02-10,2026-04-10,销售/市场/客服
3986,永艺家具股份有限公司,永艺股份,家具制造业,26届管培生-质量管理方向（安徽省）,湖州,6000.0,8000.0,一、【任职要求】 1、本科及以上学历，机电一体化、材料工程、质量管理类。 2、专业知识扎实，熟练操作办公软件，英语四级以上。 3、良好的沟通表达能力，较强的逻辑思维能力，有一定的综合分析和总结能力。 4、高度的工作热情和团队合作意识，抗压能力佳，有明确的职业规划，能够长期在制造业发展。,大专,经验不限,家具/家电/玩具/礼品,2026-02-10,2026-04-10,销售/市场/客服
3987,索菲亚家居股份有限公司,索菲亚,家具制造业,物流主管,广州,12000.0,18000.0,"岗位职责： 1、参与制定集团的物流整合方案，并推进物流整合方案的实施和异常问题的处理，及持续优化物流整合方案，提升物流运营质量和服务水平 2、选择适合集团公司业务发展需求的优质物流承运商，降低物流成本，提升物流运营质量 3、赋能经销商提升仓储管理水平和末端城配物流运营质量，降低运损 4、管理物流承运商的日常运作和异常处理,以及物流承运商的KPI考核 5、物流业务数据收集、整理以及分析，定期输出运营质量报告 6、完成部门交办的其他工作 任职要求： 1、3-5年物流工作经验； 2、本科及以上学历，物流相关专业优先； 3、具有较强的沟通协调能力，能够独立组织处理异常的沟通会议； 4、具有较强数据处理能力，对数据具有良好的敏锐度，能够独立处理和制作数据分析报表； 5、具有较强的抗压力，能接受出差； 6、有项目规划、统筹经验加分。",本科,5年及以上,家具/家电/玩具/礼品,2026-01-13,2026-03-13,销售/市场/客服
3988,索菲亚家居（成都）有限公司,索菲亚,家具制造业,生产管理文员,成都,4500.0,5500.0,岗位职责： 1.负责部门生产数据报表的统计、分析； 2.协助部门负责人制作汇报PPT、流程处理； 3.负责部门办公用品、劳保用品等物资的申购及管理； 4.完成精益改善各方面数据收集分析统计和改善报告； 5.生产计划辅助、高企项目、质量、安全及精益类文件资料的完成及整理； 6.领导交办的其他工作。 任职要求： 1.大专及以上学历，有相关工作经验优先； 2.熟练运用Word、Excel、PPT等办公软件； 3.具备基本商务信函写作能力及较强的书面和口头表达能力； 4.工作仔细认真、责任心强、为人正直。,本科,1年及以上,家具/家电/玩具/礼品,2026-03-02,2026-05-02,文化传媒/教育/生活服务
3989,永艺家具股份有限公司,永艺股份,家具制造业,26管培生-内销业务（江苏省）,湖州,10000.0,20000.0,一、【任职要求】 1、本科及以上学历，英语、日语、俄语、德语、西班牙语等专业。 2、专业知识扎实，熟练操作办公软件，英语四级以上。 3、良好的沟通表达能力，较强的逻辑思维能力，有一定的综合分析和总结能力。 4、高度的工作热情和团队合作意识，抗压能力佳，有明确的职业规划，能够长期在制造业发展。 马-克-数据,本科,经验不限,家具/家电/玩具/礼品,2026-02-10,2026-04-10,人力/财务/行政
3990,索菲亚家居股份有限公司,索菲亚,家具制造业,物流经理,广州,18000.0,30000.0,"岗位职责： 1、参与制定集团的物流整合方案，并推进物流整合方案的实施和异常问题的处理，及持续优化物流整合方案，提升物流运营质量和服务水平 2、选择适合集团公司业务发展需求的优质物流承运商，降低物流成本，提升物流运营质量 3、赋能经销商提升仓储管理水平和末端城配物流运营质量，降低运损 4、管理物流承运商的日常运作和异常处理,以及物流承运商的KPI考核 5、物流业务数据收集、整理以及分析，定期输出运营质量报告 6、完成部门交办的其他工作 任职要求： 1、本科及以上学历，物流、供应链管理或相关专业背景； 2、5-10年物流管理经验，具备丰富的运输及配送管理经验； 3、熟悉物流行业运作流程，了解相关法律法规； 4、年龄在16-35岁之间，有较强的责任心和团队合作精神。 5、具有较强的沟通协调能力，能够独立组织处理异常的沟通会议； 6、具有较强数据处理能力，对数据具有良好的敏锐度； 7、具有较强的抗压力，能接受长期出差； 8、具备项目规划、统筹经验。",本科,8年及以上,家具/家电/玩具/礼品,2026-02-06,2026-04-06,销售/市场/客服
3991,广州好莱客创意家居股份有限公司,好莱客,家具制造业,成本会计,广州,6000.0,8000.0,岗位职责： 一、月底组织车间及仓库盘点及完成CO月结； 二、成本基础数据的录入及维护，定期检查业务单据及物料数据是否有异常并处理； 三、车间成本报表数据出具及分析； 四、负责公司采购付款单据的审核，确保采购类型、费用归属及付款金额等信息合理无误； 五、在SAP系统中进行发票校验，确保发票金额与入库数据相匹配； 六、完成直接上级安排的其他工作。 任职要求： 1. 全日制本科以上财经类专业毕业，2年以上成本工作经验，有SAP使用经验优先； 2. 具有良好的财务基础和会计知识结构，对会计准则有一定了解； 3. 具有良好的沟通表达及组织协调能力； 4. 具有较强的计划性及执行力，主动性及责任感强。,本科,2年及以上,家居/室内设计/装潢,2026-01-06,2026-03-06,生产制造/汽车
3992,梦百合家居科技股份有限公司,梦百合,家具制造业,IE工程师,南通,5000.0,10000.0,"工作职责: 1、制定的科学生产标准化（工艺操作标准SOP、标准工时、线平衡标准、流程布局标准； 2、工厂布局设计、产能规划，并通过IE手法不断提升生产效率，确保生产目标达成。 3、根据新产品工艺制程方案，评估新产品所需人力、产能等人工成本数据，根据新产品各阶段生产状况，及时更新人力制费支持产品报价。 4、根据产品特点筛选生产方式，规划产品流转方式及产线工位排布，主导生产线设计及优化。 5、完善优化生产绩效指标量度方法，不断挖掘现场改善机会，确立改进方向。 6、支持精益部门推动精益变革，领导车间重点改善项目。 任职资格: 1. 可以熟练使用计算机相关软件操作。 2. 具有良好的团队领导能力。 3. 逻辑性强,沟通能力强。 4.本科及以上学历，1年以上IE工作相关经验。",本科,1年及以上,电子技术/半导体/集成电路,2026-03-05,2026-05-05,生产制造/汽车
3993,恒林家居股份有限公司,恒林股份,家具制造业,缝纫班组长,湖州,7000.0,9000.0,工作职责： 1、生产计划协调与规划； 2、现场确认及巡查； 3、培训指导员工； 4、车间主任安排的其他工作事项。 任职要求： 1、初中以上学历，有过家具行业相关工作经验； 2、有一定的质量意识； 3、良好的沟通协调能力和抗压能力，有责任心。,高中,1年及以上,家具/家电/玩具/礼品,2026-03-04,2026-05-04,生产制造/汽车
3994,乐歌人体工学科技股份有限公司,乐歌股份,家具制造业,中级测试工程师,宁波,10000.0,14000.0,岗位职责 1、全流程测试工作：负责软件产品的全流程测试，包括参与需求评审、制定测试策略与计划、设计并执行测试用例、跟踪管理缺陷，直至输出测试报告，确保项目质量和进度。 2、参与 后台管理系统测试：深入理解B端业务逻辑，对权限管理、数据配置、业务流程等高复杂度模块进行细致测试。 3、主导 电商平台全流程测试：负责电商平台（Web端、移动端）的功能、交互及核心业务流程（如商品浏览、购物车、下单支付、促销活动）的测试验证。 4、核心业务测试与保障：交易主链路：主导商品详情、购物车、下单、支付、订单中心等核心流程的功能、兼容性与回归测试。营销与促销活动：负责优惠券、兑换券等各类营销活动的规则验证、数据计算及高并发场景测试。用户体验与交互：关注前端页面UI/UX、交互逻辑、多端兼容性及性能，确保用户端体验流畅。支付与第三方对接：测试与支付网关、物流跟踪、风控系统等第三方服务的接口集成与数据一致性。 5、测试过程管理与改进：建立和维护电商业务线的测试用例库与知识库。 分析线上缺陷，回溯测试过程，主动推动测试流程、方法和工具链的持续改进。 任职要求 1、经验与专业：计算机、软件工程或相关专业本科及以上学历。拥有2年及以上软件测试经验，具备前端电商/商城类产品的测试经验。熟悉软件测试理论、流程和常用方法（如黑盒/白盒、等价类、边界值分析）。 2、技术能力：熟悉Charles/Fiddler等抓包工具，用于调试和定位问题。熟悉 HTTP/HTTPS 协议、JSON 格式，能使用 Postman、Apifox 等工具进行接口测试，掌握 SQL 基础，能进行多表关联查询以验证数据。了解 HTML/CSS/JavaScript 基础，能协助前端开发定位界面问题。 3、综合素质：具备出色的质量风险意识、逻辑分析能力和细节把控能力。拥有良好的沟通表达能力、团队协作精神和强烈的责任心。自驱力强，能快速学习新业务，并在一定压力下保证工作质量。 4、加分项：有使用 Selenium/Cypress/Playwright 等工具进行Web UI自动化测试的实际经验。有使用 JMeter/Locust 进行接口性能测试或模拟抢购、秒杀等高并发场景的经验。了解 Vue/React 等前端框架的基本原理，或有简单编程经验（Python/Java优先）。,本科,3年及以上,贸易/进出口,2026-02-28,2026-04-28,销售/市场/客服
