编号,企业名称,股票简称,上市公司行业,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,招聘发布日期,招聘结束日期
4810,中体城（宁波）运营管理有限公司,中体产业,体育,办公室主任,宁波,10000.0,12000.0,"【工作要求】 1)党建工作：贯彻党的方针政策，落实上级党委部署，推进党员干部政治理论学习与思想教育，统筹党建及党务全流 程工作； 2)战略与目标管理：结合集团战略规划，拟定公司年度经营目标与阶段性工作计划；跟踪督办会议决策及重点工作的执行情况； 3)内控与授权管理：负责搭建并完善内部控制体系，制定实施内控方案；宣贯上级集团授权放权清单，对授权放权清单指导落地； 4)法律合规事务：负责法律合规事务管理，包括合同的拟定、审核，案件诉讼资料准备等；协助办理股权转让、清算和注销等方面的法律手续； 5)内部审计工作：负责内部审计工作计划， 组织实施内部审计，督促审计问题的整改落实； 6)会议组织保障：负责公司股东会、董事会、总经理办公会的组织及安排，包括会议纪要撰写及审批； 7)人力资源全流程管理：制定人力资源规划及体系制度， 优化组织架构与岗位编制；搭建人才发展机制，建立核心人 才库，制定干部培养与流动方案；统筹人员招聘、绩效考核、薪酬福利管理及劳动关系、离退人员服务工作； 8)行政综合保障：负责后勤保障、客户接待、会务服务、 公文印章、档案资料、公务管理；保障OA 系统与内部网络运行维护，统筹法人治理、工商变更及执照证件管理；承担固定资产管理工作； 9)采购与安全管理：完善采购管理制度流程，管控重大采购事项，开展采购工作抽查与审计；负责场馆赛事日常安全 监督与巡查及空间集团办公区域安全管理。 10）绩效管理：负责公司年度绩效目标责任书签订、季度绩效提交及结果下达；负责公司经营班子成员年度绩效目标责任书核定备份及季度绩效； 11）经营分析：完成月度/季度场馆运营数据分析及汇报材 料制作； 12）信息化管理：场馆运营信息化体系的规划、建设与维护； 13）对本部门人员进行绩效考核； 14）负责公司领导安排的其他工作，配合完成公司其他部门的相关工作。 【任职要求 】 1、 了解现代企业人力资源管理模式和实践经验积累，在人力资源战略规划、人才的引进、绩效激励考核、培训、职业生涯设计等方面具有丰富的实践经验； 2、 优秀的语言表达及沟通能力，协调能力、亲和力和敏锐的洞察能力,分析判断力； 3、具有良好的职业道德和职业操守,良好的团队合作意识，工作独立性强，能够承受较大的工作压力，善于自我管理。 4、要求:全日制本科以上学历， 有正规企业人事行政管理5年以上工作经验。",本科,5年及以上,娱乐/休闲/体育,2026-01-15,2026-03-15
2849,上海市健康养老发展（集团）有限公司,中国太保,保险业,见习岗（运营方向）,上海,6667.0,10000.0,职位描述： 1.协助参与项目运营管理相关制度、流程以及操作规范的编制工作； 2.协助制定项目运营年度计划目标，并负责动态跟踪落实情况； 3.协助项目运营管理工作，负责运营数据统计，报表填制申报工作； 4.负责部门相关报表的编制、汇总及上报工作以及部门文件档案整理、管理工作。 任职要求： 1.管理类、数据统计类、工程类等相关专业； 2.较强的业务洞察力和分析能力，掌握且能运用数据库知识，擅长数据统计与分析，能结合数据分析公司运营情况； 3.掌握Python编程优先，有国央企、大型民营企业运营相关实习经验优先。。,硕士,经验不限,医疗/护理/卫生,2026-03-03,2026-05-03
2819,中国太平洋财产保险股份有限公司,中国太保,保险业,普洱墨江-个客综合销售岗 (MJ006518),普洱,5000.0,8000.0,岗位职责： 1、个客业务日常推动、维护； 2、重大项目推动管理维护； 3、车非融合推动、重要客户车非协同。 任职要求 1、本科及以上学历，金融、保险等相关专业优先。 2、具备保险行业渠道拓展相关经验者优先，具备一定客户资源者优先； 3、具有较强的逻辑推理能力、言语沟通能力及团队协作能力； 4、熟练使用计算机办公软件； 5、责任心强，具备风险防范意识。,本科,经验不限,保险,2026-03-02,2026-05-02
2807,安诺优达基因科技（北京）股份有限公司,中国人寿,保险业,科研销售（北京）,北京,8000.0,15000.0,岗位职责： 1、负责指定区域的产品宣传、推广和销售，完成销售的任务指标和回款任务； 2、制定自己的销售计划，并按计划拜访客户和开发新客户； 3、宣传维护公司的品牌形象，提高公司知名度 ； 任职要求： 1、生物、农学或医学类相关专业，硕士及以上学历； 2、优秀的沟通能力和人际交往能力，抗压能力强； 3、具备较强的客户服务意识和责任感，做事积极主动，吃苦耐劳； 4、熟悉二代基因组测序技术及有销售工作经验者优先； 5、现有高校研究所或医院资源可意向转化者优先；,硕士,1年及以上,电子技术/半导体/集成电路,2026-01-29,2026-03-29
2812,北京新华卓越康复医院有限公司,新华保险,保险业,老年医学科护士,北京,5000.0,7000.0,1.在康养中心主任及护士长的领导下进行工作； 2.参加每日晨会交班，查房并了解长者情况； 3.白班与夜班护士做好交接，清点康养中心物品、药品、仪器、设备等； 4.定期检查、清点抢救车内物品、药品，定点放置处于备用状态； 5.负责康养中心各项治疗护理工作，严格执行消毒隔离制度、无菌技术操作和查对制度，准确、及时地完成各项护理工作； 6.负责护理档案整理工作，认真书写交班报告、增值服务项目； 7.负责保管长者备用金并做好交接记录； 8.负责入住长者的药物核对发放，做到服药到口。每周二、五消毒药杯； 9.负责长者的护理评估工作，4h内出评估报告； 10.严格执行医嘱，积极配合医生工作； 11.护士每两周与护士长核对全部医嘱； 12.清点长者自带药品数量，不足三天时通知家属并交班； 13.接收长者及家属的自带药品，数量准确逐项登记。。 （更多数据，详见）,大专,5年及以上,医院,2026-01-22,2026-03-22
3494,重庆汇贤优策科技有限公司,新安洁,公共设施管理业,运维水电工（南理工）,南京,4000.0,5500.0,国企上市公司，福利待遇完善，工作稳定，福利多多！ 工作内容： 1、热水项目的成本控制，提升项目收益 2、水控设备等相关设备及时巡查，发现问题及时处理 3、项目内部所有设备的维护及保养 4、设备系统相关参数设置及调整 5、相关水电数据收集分析 任职要求： 1、中专及以上学历，50岁以下 2、水电维护相关经验1年以上，具备较强的电工专业知识，有电工证 3、有较强的管理思维和运营思维 4、主动性和责任心较强 5、主要负责南京理工大学项目相关设备运营维护维保工作 来自,中技/中专,1年及以上,计算机软件,2026-03-05,2026-05-05
3499,上海东方明珠广播电视塔有限公司,东方明珠,公共设施管理业,运行班技术员,上海,6667.0,7500.0,任职要求： （1）20-40岁，最低学历资格 Minimal Degree：中专 （2）相关工作经验 Relative Experience ：暖通、给排水、强电专业5-7年 （3）专业证书 Certification：水电、暖通 （4）专业知识 Knowledge：给排水、暖通 （5）责任心强、吃苦耐劳、学习能力强、一专多能 工作内容： （1）24小时确保电视塔所有设备设施安全运行 （2）负责全塔日常维修保养工作，处理突发应急事件 （3）负责启停电视塔日常营业及照明等设备 （4）负责全塔暖通、给排水、供电、厨房等设备设施的安全巡检及维修 更多数据：,中技/中专,5年及以上,酒店/旅游,2026-02-25,2026-04-25
3540,上海东方明珠传输有限公司,东方明珠,公共设施管理业,电工,上海,7000.0,8000.0,1、需要熟悉园区高压配电机房到本机房的两路供电情况（管道线路等）、备用柴油发电机的使用情况、电力机柜配电用电线路和每个开关分配关系，照明线路布置情况和所有配电机柜布局及走向，负责修理、调换、添置及改进动力、照明和管道的设施维护检查。 2、故障应急处理，快速响应电力报警事件，处理突发停电，设备跳闸等故障。核心要求是紧急情况下的应急能力。柴油发电机快速启动送电操作。 3、定期和维保单位做好设备维护，配合或监督维保单位维保情况。 4、要求做到对机房精密空调、UPS、柴油发电机和其他电气设备，进行定期巡检，做好巡检记录； 5、要求做到对楼顶卫星天线、馈线、桥架、楼顶环境等使用情况，进行定期巡检，做好巡检记录。 6、协助机房内网线和馈线的布线，及其它机房负责人交付的工作任务。,大专,3年及以上,通信/电信运营、增值服务,2026-02-25,2026-04-25
3525,侨银城市管理股份有限公司,侨银股份,公共设施管理业,HRBP（偏招聘 国内+国外）,广州,11000.0,22000.0,岗位职责： 1. 负责公司海外关键岗位的人才获取，包括但不限于本地化运营、市场及职能岗位，能独立完成从需求对接到Offer发放的全流程招聘； 2. 负责开拓并维护海外属地招聘渠道（如当地主流招聘平台、社交媒体招聘、猎头管理、高校合作等），建立属地化人才库； 3.深入理解所支持国际事业部的战略目标与痛点，进行海外行业竞对分析，绘制重点岗位的人才地图，完善海内外人才库； 4. 在开展招聘工作的同时，收集当地劳工政策与市场薪酬信息，协助处理员工入职、跨文化融合等基础人力工作； 5.负责国内指定区域的招聘工作，尤其擅长高层管理岗位的寻聘与交付，协助国内业务团队完善人才梯队； 6.结合国内业务需求，协助业务部门进行人员编制规划、内部人才盘点与人岗匹配分析，优化内部人才配置，提升组织效能； 7.完成领导交办的其他工作。 岗位要求： 1. 学历：本科及以上学历，人力资源、管理学或外语类相关专业优先。 2. 经验：3年以上外企或出海企业人才招聘经验，其中至少1年聚焦东南亚或中东地区，有实际合规操作经验。 3.具备定向挖猎能力，熟悉国内及海外主流招聘平台、猎头等渠道，熟练操作各类招聘工具及数据分析工具。 4. 掌握跨文化面试技巧，了解东南亚或中东地区的用工合规要求、文化习俗、人才市场特点及招聘流程，能制定适配的招聘策略。 5. 英语CET6或同等及以上水平，可作为工作语言独立进行跨部门对接及人选沟通。 6. 能灵活应对不同文化背景下的沟通差异，能与业务部门、HR团队、外部服务商高效协作， 具备一定业务敏感度，以业务目标为核心驱动招聘交付。,本科,5年及以上,居民服务,2026-03-02,2026-05-02
3771,上海瑞华晟新材料有限公司,华秦科技,其他制造业,CNC操作工/技术员,上海,7000.0,12000.0,任职要求 1.中专/技校以上学历，数控、模具、机械相关专业，35岁以下； 2.能熟练操作 CNC 机床（三轴/四轴/五轴），两年以上CNC操机经验； 3.具备设备调试经验优先，具备编程经验优先， 4.能够能根据工艺要求完成零件的装夹、对刀、加工，能够识别和解决加工过程中常见问题（如刀具磨损、尺寸偏差、设备异常报警等）优先； 5.熟悉法兰克FANUC系统的编程指令和操作面板。 6.能适应加班和倒班。 薪资待遇：底薪（7K左右）+加班费+餐补（25元/餐及加班餐补）+13薪+五险一金 工作地址：上海市宝山区北蕴川路777号数智宝地·罗泾园A6栋,中技/中专,2年及以上,航天/航空,2026-02-26,2026-04-26
